Lead I,Lead II,Lead III,Lead aVR,Lead aVL,Lead aVF,Lead V1,Lead V2,Lead V3,Lead V4,Lead V5,Lead V6
764.0,729.0,317.0,276.0,541.0,317.0,532.0,1203.0,2067.0,2332.0,1517.0,854.0
782.0,720.0,289.0,286.0,528.0,318.0,538.0,1207.0,2060.0,2326.0,1504.0,851.0
798.0,723.0,276.0,293.0,516.0,323.0,547.0,1210.0,2070.0,2323.0,1504.0,842.0
810.0,723.0,264.0,305.0,514.0,314.0,544.0,1207.0,2067.0,2320.0,1504.0,839.0
818.0,726.0,259.0,292.0,531.0,310.0,544.0,1197.0,2051.0,2320.0,1507.0,848.0
817.0,735.0,270.0,296.0,532.0,305.0,544.0,1194.0,2042.0,2320.0,1504.0,851.0
789.0,740.0,303.0,290.0,529.0,315.0,541.0,1194.0,2038.0,2320.0,1507.0,854.0
773.0,741.0,320.0,279.0,539.0,315.0,544.0,1188.0,2042.0,2326.0,1517.0,851.0
765.0,743.0,329.0,289.0,530.0,314.0,547.0,1197.0,2045.0,2323.0,1513.0,851.0
764.0,741.0,329.0,283.0,539.0,311.0,550.0,1188.0,2042.0,2320.0,1517.0,851.0
774.0,738.0,316.0,279.0,551.0,302.0,553.0,1188.0,2042.0,2335.0,1523.0,861.0
773.0,738.0,317.0,268.0,561.0,305.0,557.0,1182.0,2042.0,2338.0,1529.0,870.0
779.0,732.0,304.0,266.0,554.0,313.0,550.0,1185.0,2042.0,2345.0,1520.0,870.0
776.0,726.0,301.0,252.0,564.0,317.0,557.0,1188.0,2048.0,2345.0,1523.0,870.0
779.0,731.0,303.0,255.0,564.0,313.0,557.0,1194.0,2042.0,2338.0,1520.0,858.0
770.0,723.0,304.0,255.0,562.0,315.0,557.0,1194.0,2042.0,2332.0,1523.0,858.0
774.0,729.0,306.0,269.0,553.0,311.0,557.0,1185.0,2032.0,2335.0,1526.0,864.0
773.0,732.0,311.0,296.0,537.0,300.0,550.0,1182.0,2023.0,2332.0,1529.0,858.0
771.0,725.0,305.0,288.0,543.0,303.0,547.0,1178.0,2026.0,2341.0,1532.0,861.0
757.0,716.0,311.0,288.0,544.0,301.0,550.0,1182.0,2023.0,2338.0,1529.0,864.0
767.0,727.0,312.0,291.0,540.0,301.0,553.0,1182.0,2026.0,2341.0,1529.0,864.0
773.0,729.0,308.0,293.0,534.0,306.0,550.0,1182.0,2023.0,2345.0,1529.0,864.0
785.0,730.0,296.0,290.0,533.0,310.0,563.0,1182.0,2026.0,2345.0,1526.0,864.0
795.0,726.0,283.0,289.0,531.0,312.0,575.0,1188.0,2035.0,2345.0,1523.0,864.0
798.0,743.0,296.0,285.0,536.0,312.0,572.0,1191.0,2029.0,2348.0,1523.0,864.0
801.0,745.0,295.0,294.0,536.0,303.0,569.0,1188.0,2029.0,2351.0,1523.0,870.0
778.0,745.0,318.0,289.0,545.0,298.0,569.0,1182.0,2023.0,2335.0,1513.0,861.0
779.0,745.0,317.0,286.0,551.0,295.0,569.0,1175.0,2017.0,2326.0,1510.0,851.0
773.0,726.0,304.0,288.0,544.0,301.0,569.0,1172.0,2007.0,2323.0,1510.0,854.0
751.0,710.0,311.0,291.0,537.0,305.0,575.0,1163.0,1998.0,2320.0,1510.0,858.0
742.0,709.0,319.0,281.0,543.0,308.0,572.0,1166.0,1992.0,2329.0,1517.0,851.0
723.0,704.0,333.0,273.0,542.0,318.0,575.0,1169.0,1992.0,2332.0,1523.0,858.0
730.0,707.0,328.0,272.0,539.0,323.0,575.0,1166.0,1992.0,2326.0,1517.0,854.0
745.0,716.0,323.0,269.0,544.0,320.0,575.0,1163.0,1998.0,2320.0,1504.0,845.0
760.0,727.0,318.0,264.0,549.0,320.0,585.0,1166.0,2004.0,2320.0,1507.0,848.0
779.0,729.0,301.0,266.0,550.0,317.0,588.0,1169.0,2004.0,2320.0,1510.0,851.0
785.0,732.0,298.0,291.0,531.0,311.0,594.0,1172.0,2013.0,2323.0,1504.0,848.0
779.0,735.0,308.0,307.0,520.0,306.0,600.0,1175.0,2010.0,2326.0,1510.0,845.0
780.0,745.0,316.0,294.0,542.0,298.0,607.0,1182.0,2013.0,2326.0,1507.0,848.0
798.0,748.0,301.0,289.0,554.0,289.0,600.0,1182.0,2010.0,2326.0,1504.0,851.0
787.0,743.0,308.0,296.0,544.0,293.0,607.0,1178.0,2020.0,2323.0,1501.0,851.0
776.0,741.0,317.0,307.0,529.0,296.0,600.0,1175.0,2017.0,2326.0,1504.0,851.0
767.0,732.0,317.0,279.0,556.0,298.0,607.0,1185.0,2017.0,2332.0,1513.0,851.0
764.0,720.0,308.0,273.0,561.0,300.0,600.0,1188.0,2017.0,2332.0,1517.0,851.0
784.0,727.0,295.0,286.0,551.0,295.0,600.0,1191.0,2017.0,2341.0,1535.0,864.0
810.0,735.0,276.0,294.0,545.0,293.0,600.0,1188.0,2017.0,2351.0,1542.0,870.0
798.0,728.0,281.0,298.0,533.0,302.0,591.0,1185.0,2013.0,2348.0,1535.0,867.0
795.0,716.0,273.0,302.0,516.0,315.0,594.0,1194.0,2017.0,2351.0,1535.0,870.0
790.0,715.0,276.0,314.0,506.0,313.0,597.0,1197.0,2023.0,2348.0,1532.0,867.0
782.0,716.0,286.0,321.0,482.0,330.0,594.0,1200.0,2023.0,2345.0,1523.0,864.0
807.0,726.0,270.0,313.0,494.0,326.0,591.0,1213.0,2032.0,2345.0,1532.0,870.0
795.0,729.0,286.0,305.0,509.0,318.0,588.0,1219.0,2042.0,2338.0,1529.0,864.0
802.0,726.0,275.0,311.0,499.0,323.0,597.0,1228.0,2045.0,2341.0,1529.0,861.0
807.0,726.0,270.0,314.0,500.0,318.0,600.0,1238.0,2054.0,2338.0,1523.0,858.0
795.0,728.0,284.0,310.0,511.0,312.0,597.0,1235.0,2060.0,2332.0,1517.0,864.0
782.0,720.0,289.0,308.0,517.0,308.0,594.0,1244.0,2073.0,2338.0,1523.0,864.0
775.0,721.0,298.0,303.0,517.0,313.0,603.0,1244.0,2082.0,2341.0,1523.0,864.0
776.0,726.0,301.0,302.0,516.0,315.0,600.0,1244.0,2079.0,2345.0,1529.0,864.0
775.0,725.0,301.0,314.0,522.0,297.0,585.0,1235.0,2076.0,2354.0,1526.0,870.0
764.0,726.0,314.0,319.0,523.0,290.0,582.0,1238.0,2073.0,2351.0,1529.0,870.0
760.0,733.0,324.0,323.0,531.0,280.0,578.0,1235.0,2073.0,2345.0,1526.0,867.0
770.0,738.0,320.0,310.0,547.0,276.0,575.0,1238.0,2073.0,2338.0,1523.0,858.0
780.0,738.0,309.0,303.0,554.0,276.0,575.0,1238.0,2076.0,2335.0,1513.0,851.0
779.0,726.0,298.0,299.0,545.0,289.0,575.0,1238.0,2073.0,2332.0,1510.0,851.0
772.0,721.0,301.0,294.0,526.0,312.0,578.0,1238.0,2067.0,2323.0,1510.0,851.0
770.0,723.0,304.0,285.0,522.0,326.0,575.0,1238.0,2060.0,2326.0,1517.0,858.0
767.0,723.0,308.0,300.0,497.0,335.0,578.0,1238.0,2063.0,2323.0,1520.0,854.0
779.0,723.0,295.0,324.0,476.0,333.0,582.0,1244.0,2067.0,2320.0,1517.0,858.0
780.0,732.0,303.0,330.0,480.0,323.0,578.0,1238.0,2070.0,2332.0,1520.0,854.0
804.0,738.0,286.0,330.0,492.0,311.0,582.0,1238.0,2079.0,2332.0,1517.0,858.0
809.0,737.0,280.0,331.0,499.0,302.0,578.0,1244.0,2076.0,2335.0,1510.0,854.0
807.0,735.0,279.0,329.0,500.0,305.0,575.0,1244.0,2079.0,2338.0,1517.0,858.0
787.0,725.0,289.0,327.0,494.0,312.0,572.0,1235.0,2073.0,2338.0,1520.0,867.0
779.0,716.0,289.0,324.0,495.0,314.0,569.0,1232.0,2079.0,2345.0,1517.0,870.0
787.0,724.0,289.0,332.0,484.0,317.0,566.0,1241.0,2076.0,2338.0,1513.0,861.0
789.0,732.0,295.0,343.0,467.0,323.0,575.0,1244.0,2073.0,2345.0,1517.0,864.0
796.0,733.0,289.0,344.0,472.0,316.0,575.0,1235.0,2079.0,2345.0,1517.0,851.0
792.0,735.0,295.0,348.0,467.0,318.0,569.0,1238.0,2079.0,2338.0,1517.0,851.0
796.0,738.0,294.0,346.0,469.0,318.0,575.0,1238.0,2079.0,2351.0,1523.0,861.0
810.0,741.0,283.0,351.0,479.0,303.0,569.0,1238.0,2079.0,2357.0,1529.0,870.0
834.0,763.0,281.0,353.0,474.0,306.0,566.0,1235.0,2079.0,2357.0,1526.0,876.0
848.0,773.0,276.0,344.0,487.0,301.0,569.0,1238.0,2079.0,2363.0,1529.0,883.0
828.0,746.0,270.0,336.0,497.0,300.0,569.0,1250.0,2082.0,2348.0,1526.0,879.0
817.0,732.0,267.0,336.0,503.0,293.0,569.0,1257.0,2079.0,2345.0,1523.0,876.0
772.0,718.0,298.0,334.0,511.0,288.0,569.0,1247.0,2082.0,2348.0,1532.0,876.0
735.0,695.0,311.0,333.0,514.0,286.0,575.0,1244.0,2079.0,2351.0,1535.0,876.0
746.0,695.0,300.0,336.0,504.0,293.0,569.0,1238.0,2076.0,2351.0,1526.0,876.0
757.0,707.0,301.0,330.0,506.0,296.0,563.0,1232.0,2073.0,2351.0,1529.0,876.0
748.0,720.0,323.0,329.0,506.0,298.0,563.0,1235.0,2070.0,2348.0,1529.0,870.0
739.0,735.0,348.0,332.0,503.0,298.0,569.0,1244.0,2073.0,2345.0,1523.0,864.0
735.0,734.0,350.0,345.0,477.0,311.0,575.0,1247.0,2088.0,2348.0,1529.0,861.0
739.0,729.0,342.0,354.0,459.0,320.0,575.0,1257.0,2098.0,2357.0,1529.0,864.0
751.0,737.0,338.0,354.0,464.0,314.0,578.0,1253.0,2088.0,2351.0,1526.0,870.0
764.0,729.0,317.0,358.0,464.0,311.0,575.0,1244.0,2079.0,2351.0,1529.0,870.0
756.0,728.0,323.0,367.0,447.0,319.0,569.0,1232.0,2073.0,2351.0,1529.0,861.0
764.0,723.0,311.0,366.0,444.0,323.0,563.0,1225.0,2067.0,2351.0,1529.0,864.0
787.0,723.0,288.0,361.0,449.0,323.0,563.0,1222.0,2079.0,2357.0,1535.0,873.0
785.0,716.0,283.0,357.0,448.0,328.0,569.0,1225.0,2073.0,2351.0,1535.0,876.0
787.0,727.0,292.0,364.0,443.0,326.0,566.0,1235.0,2076.0,2351.0,1526.0,861.0
798.0,732.0,286.0,360.0,447.0,326.0,563.0,1244.0,2073.0,2345.0,1517.0,851.0
800.0,728.0,279.0,361.0,446.0,326.0,578.0,1238.0,2067.0,2341.0,1523.0,851.0
792.0,726.0,286.0,368.0,441.0,325.0,575.0,1238.0,2067.0,2338.0,1523.0,851.0
793.0,725.0,283.0,367.0,463.0,303.0,569.0,1250.0,2070.0,2341.0,1520.0,854.0
795.0,723.0,279.0,377.0,454.0,301.0,569.0,1244.0,2060.0,2338.0,1517.0,858.0
775.0,716.0,293.0,365.0,467.0,300.0,572.0,1241.0,2067.0,2335.0,1513.0,854.0
748.0,716.0,320.0,351.0,484.0,298.0,582.0,1244.0,2067.0,2332.0,1510.0,845.0
762.0,723.0,313.0,354.0,473.0,306.0,572.0,1250.0,2076.0,2329.0,1513.0,845.0
776.0,729.0,304.0,360.0,456.0,317.0,582.0,1250.0,2079.0,2332.0,1517.0,851.0
785.0,721.0,288.0,363.0,457.0,313.0,575.0,1250.0,2085.0,2338.0,1513.0,851.0
795.0,723.0,279.0,363.0,459.0,311.0,575.0,1250.0,2085.0,2338.0,1517.0,858.0
804.0,730.0,278.0,360.0,466.0,308.0,572.0,1244.0,2088.0,2341.0,1517.0,854.0
804.0,741.0,289.0,348.0,472.0,314.0,575.0,1244.0,2085.0,2338.0,1517.0,858.0
773.0,732.0,311.0,355.0,459.0,319.0,566.0,1235.0,2073.0,2338.0,1523.0,867.0
754.0,729.0,326.0,349.0,469.0,315.0,563.0,1232.0,2060.0,2332.0,1517.0,864.0
768.0,730.0,314.0,352.0,462.0,318.0,557.0,1228.0,2054.0,2341.0,1526.0,873.0
779.0,738.0,311.0,348.0,476.0,309.0,563.0,1238.0,2054.0,2345.0,1523.0,870.0
773.0,737.0,316.0,343.0,489.0,300.0,553.0,1222.0,2051.0,2348.0,1529.0,870.0
757.0,732.0,326.0,352.0,481.0,300.0,557.0,1225.0,2048.0,2351.0,1529.0,870.0
784.0,732.0,300.0,368.0,454.0,311.0,569.0,1247.0,2070.0,2341.0,1523.0,864.0
804.0,729.0,276.0,377.0,436.0,320.0,575.0,1269.0,2085.0,2345.0,1517.0,858.0
799.0,736.0,289.0,369.0,432.0,332.0,585.0,1285.0,2098.0,2345.0,1523.0,861.0
801.0,738.0,289.0,368.0,422.0,343.0,588.0,1307.0,2110.0,2345.0,1517.0,851.0
782.0,731.0,300.0,374.0,423.0,336.0,594.0,1319.0,2123.0,2338.0,1510.0,851.0
773.0,723.0,301.0,382.0,412.0,339.0,600.0,1325.0,2129.0,2338.0,1510.0,851.0
777.0,721.0,295.0,371.0,431.0,331.0,597.0,1325.0,2129.0,2348.0,1523.0,854.0
789.0,732.0,295.0,363.0,450.0,320.0,594.0,1307.0,2129.0,2345.0,1517.0,851.0
799.0,734.0,286.0,353.0,454.0,326.0,594.0,1285.0,2129.0,2341.0,1517.0,848.0
810.0,741.0,283.0,343.0,462.0,328.0,582.0,1244.0,2110.0,2338.0,1517.0,851.0
815.0,734.0,271.0,334.0,468.0,331.0,560.0,1191.0,2092.0,2332.0,1517.0,845.0
823.0,738.0,267.0,327.0,475.0,331.0,538.0,1144.0,2079.0,2332.0,1510.0,851.0
797.0,729.0,284.0,333.0,474.0,326.0,510.0,1094.0,2057.0,2335.0,1513.0,851.0
764.0,713.0,301.0,349.0,454.0,330.0,475.0,1019.0,2035.0,2332.0,1517.0,851.0
759.0,716.0,309.0,362.0,447.0,324.0,438.0,941.0,1988.0,2332.0,1513.0,854.0
739.0,713.0,326.0,360.0,447.0,326.0,413.0,869.0,1942.0,2338.0,1523.0,858.0
737.0,710.0,324.0,351.0,467.0,315.0,385.0,800.0,1897.0,2338.0,1529.0,864.0
745.0,716.0,323.0,346.0,475.0,312.0,357.0,713.0,1853.0,2345.0,1523.0,864.0
735.0,720.0,336.0,349.0,464.0,320.0,310.0,613.0,1787.0,2341.0,1517.0,861.0
729.0,726.0,348.0,346.0,466.0,321.0,269.0,525.0,1709.0,2332.0,1510.0,851.0
743.0,740.0,348.0,342.0,462.0,329.0,232.0,444.0,1653.0,2338.0,1501.0,854.0
754.0,741.0,339.0,329.0,472.0,333.0,194.0,375.0,1603.0,2338.0,1498.0,858.0
784.0,726.0,294.0,346.0,447.0,339.0,150.0,307.0,1541.0,2341.0,1510.0,858.0
807.0,738.0,283.0,363.0,426.0,343.0,94.0,213.0,1484.0,2345.0,1517.0,858.0
805.0,734.0,280.0,358.0,423.0,352.0,50.0,128.0,1403.0,2351.0,1523.0,861.0
804.0,720.0,267.0,355.0,428.0,350.0,32.0,57.0,1322.0,2357.0,1529.0,864.0
794.0,715.0,273.0,348.0,453.0,333.0,38.0,22.0,1256.0,2360.0,1538.0,879.0
795.0,720.0,276.0,348.0,448.0,337.0,113.0,25.0,1209.0,2357.0,1535.0,883.0
809.0,720.0,263.0,348.0,455.0,331.0,197.0,47.0,1172.0,2360.0,1535.0,864.0
820.0,723.0,254.0,344.0,464.0,325.0,250.0,63.0,1122.0,2363.0,1535.0,858.0
819.0,725.0,258.0,335.0,475.0,323.0,291.0,60.0,1050.0,2357.0,1532.0,861.0
804.0,710.0,258.0,324.0,491.0,318.0,344.0,94.0,978.0,2345.0,1523.0,858.0
807.0,711.0,256.0,324.0,486.0,323.0,391.0,97.0,887.0,2351.0,1526.0,858.0
795.0,723.0,279.0,329.0,486.0,318.0,425.0,107.0,791.0,2351.0,1523.0,858.0
796.0,726.0,281.0,326.0,488.0,319.0,485.0,107.0,653.0,2338.0,1520.0,851.0
795.0,729.0,286.0,327.0,489.0,317.0,488.0,94.0,497.0,2345.0,1517.0,851.0
779.0,729.0,301.0,316.0,504.0,313.0,522.0,150.0,356.0,2341.0,1520.0,851.0
773.0,729.0,308.0,299.0,526.0,308.0,594.0,213.0,191.0,2345.0,1523.0,851.0
773.0,728.0,306.0,289.0,521.0,323.0,682.0,447.0,119.0,2348.0,1510.0,848.0
767.0,723.0,308.0,299.0,503.0,331.0,800.0,763.0,91.0,2351.0,1510.0,845.0
777.0,727.0,301.0,293.0,521.0,319.0,911.0,1050.0,78.0,2354.0,1513.0,845.0
792.0,729.0,289.0,283.0,539.0,311.0,1020.0,1344.0,122.0,2351.0,1517.0,845.0
787.0,731.0,296.0,286.0,528.0,318.0,1111.0,1516.0,112.0,2345.0,1507.0,845.0
801.0,726.0,276.0,285.0,531.0,317.0,1189.0,1608.0,97.0,2345.0,1510.0,858.0
745.0,720.0,326.0,291.0,521.0,321.0,1236.0,1695.0,72.0,2351.0,1513.0,861.0
710.0,716.0,358.0,298.0,506.0,330.0,1283.0,1770.0,97.0,2345.0,1510.0,858.0
723.0,726.0,354.0,295.0,499.0,338.0,1298.0,1829.0,156.0,2348.0,1520.0,861.0
726.0,732.0,358.0,293.0,501.0,339.0,1283.0,1908.0,266.0,2345.0,1517.0,858.0
727.0,723.0,347.0,289.0,507.0,338.0,1220.0,1933.0,434.0,2351.0,1523.0,864.0
751.0,726.0,326.0,293.0,501.0,339.0,1133.0,1933.0,659.0,2351.0,1523.0,858.0
759.0,721.0,314.0,274.0,536.0,322.0,1014.0,1864.0,831.0,2348.0,1520.0,858.0
754.0,716.0,314.0,257.0,559.0,317.0,889.0,1726.0,1053.0,2351.0,1523.0,858.0
770.0,723.0,304.0,266.0,531.0,337.0,769.0,1620.0,1234.0,2357.0,1532.0,858.0
782.0,726.0,295.0,274.0,511.0,348.0,644.0,1500.0,1391.0,2363.0,1542.0,864.0
778.0,726.0,299.0,271.0,526.0,336.0,557.0,1450.0,1616.0,2360.0,1538.0,864.0
782.0,729.0,298.0,277.0,519.0,337.0,482.0,1457.0,1884.0,2363.0,1529.0,870.0
790.0,730.0,292.0,263.0,529.0,341.0,453.0,1453.0,2067.0,2370.0,1538.0,867.0
782.0,729.0,298.0,254.0,528.0,351.0,450.0,1457.0,2192.0,2363.0,1542.0,870.0
779.0,729.0,301.0,252.0,529.0,351.0,444.0,1435.0,2235.0,2360.0,1532.0,870.0
782.0,732.0,301.0,261.0,512.0,359.0,469.0,1413.0,2179.0,2357.0,1529.0,870.0
789.0,723.0,286.0,264.0,516.0,353.0,482.0,1382.0,2135.0,2360.0,1526.0,867.0
785.0,726.0,292.0,254.0,519.0,361.0,500.0,1338.0,2073.0,2357.0,1523.0,864.0
762.0,715.0,304.0,246.0,536.0,351.0,532.0,1310.0,2035.0,2351.0,1520.0,858.0
751.0,698.0,298.0,241.0,548.0,343.0,557.0,1307.0,2004.0,2345.0,1523.0,858.0
755.0,710.0,306.0,260.0,529.0,343.0,591.0,1307.0,1979.0,2348.0,1523.0,851.0
757.0,704.0,298.0,286.0,500.0,346.0,625.0,1307.0,1979.0,2345.0,1517.0,845.0
745.0,708.0,315.0,251.0,532.0,350.0,641.0,1303.0,1967.0,2351.0,1517.0,848.0
739.0,710.0,323.0,218.0,557.0,358.0,638.0,1282.0,1948.0,2351.0,1517.0,858.0
765.0,716.0,303.0,223.0,549.0,361.0,635.0,1260.0,1925.0,2354.0,1517.0,861.0
795.0,741.0,298.0,213.0,562.0,358.0,619.0,1219.0,1909.0,2357.0,1523.0,864.0
782.0,735.0,304.0,223.0,558.0,351.0,597.0,1175.0,1875.0,2363.0,1529.0,867.0
779.0,732.0,304.0,227.0,562.0,343.0,575.0,1138.0,1853.0,2363.0,1529.0,864.0
779.0,723.0,295.0,233.0,556.0,344.0,563.0,1103.0,1834.0,2360.0,1520.0,864.0
782.0,726.0,295.0,235.0,542.0,356.0,544.0,1082.0,1822.0,2357.0,1517.0,864.0
756.0,720.0,315.0,229.0,552.0,351.0,528.0,1063.0,1812.0,2357.0,1523.0,867.0
748.0,720.0,323.0,216.0,556.0,361.0,513.0,1044.0,1803.0,2357.0,1529.0,870.0
748.0,723.0,326.0,208.0,576.0,350.0,510.0,1047.0,1803.0,2357.0,1526.0,867.0
757.0,726.0,320.0,199.0,581.0,353.0,513.0,1044.0,1809.0,2357.0,1529.0,870.0
752.0,713.0,313.0,206.0,568.0,358.0,510.0,1044.0,1806.0,2357.0,1529.0,861.0
745.0,707.0,314.0,210.0,559.0,364.0,507.0,1044.0,1809.0,2357.0,1523.0,858.0
760.0,707.0,298.0,213.0,552.0,368.0,503.0,1050.0,1822.0,2354.0,1523.0,854.0
782.0,707.0,276.0,204.0,567.0,362.0,500.0,1057.0,1841.0,2357.0,1517.0,851.0
782.0,713.0,283.0,204.0,565.0,363.0,503.0,1053.0,1844.0,2354.0,1520.0,851.0
795.0,729.0,286.0,201.0,582.0,350.0,507.0,1063.0,1847.0,2357.0,1523.0,858.0
775.0,721.0,298.0,196.0,572.0,365.0,494.0,1060.0,1856.0,2354.0,1520.0,854.0
760.0,713.0,304.0,208.0,557.0,367.0,488.0,1057.0,1853.0,2351.0,1517.0,858.0
767.0,710.0,295.0,203.0,560.0,370.0,482.0,1057.0,1850.0,2357.0,1526.0,861.0
767.0,713.0,298.0,204.0,553.0,376.0,475.0,1057.0,1847.0,2357.0,1523.0,858.0
753.0,712.0,311.0,204.0,551.0,377.0,478.0,1057.0,1862.0,2357.0,1526.0,864.0
754.0,710.0,308.0,196.0,554.0,383.0,482.0,1057.0,1872.0,2357.0,1523.0,864.0
755.0,726.0,322.0,191.0,566.0,375.0,482.0,1057.0,1866.0,2360.0,1529.0,870.0
767.0,732.0,317.0,183.0,579.0,370.0,482.0,1057.0,1872.0,2357.0,1529.0,870.0
785.0,728.0,294.0,183.0,573.0,376.0,488.0,1060.0,1872.0,2357.0,1526.0,870.0
776.0,720.0,295.0,185.0,557.0,390.0,494.0,1063.0,1872.0,2357.0,1523.0,864.0
785.0,721.0,287.0,195.0,558.0,380.0,491.0,1057.0,1875.0,2354.0,1523.0,867.0
792.0,720.0,279.0,204.0,544.0,386.0,494.0,1057.0,1872.0,2351.0,1510.0,864.0
829.0,731.0,253.0,191.0,559.0,383.0,494.0,1057.0,1872.0,2351.0,1517.0,858.0
832.0,729.0,248.0,185.0,567.0,381.0,494.0,1063.0,1884.0,2351.0,1523.0,864.0
798.0,718.0,271.0,184.0,569.0,380.0,500.0,1066.0,1894.0,2357.0,1529.0,867.0
776.0,716.0,292.0,188.0,566.0,380.0,500.0,1063.0,1891.0,2351.0,1529.0,870.0
753.0,712.0,311.0,190.0,555.0,388.0,497.0,1069.0,1894.0,2354.0,1523.0,861.0
729.0,713.0,336.0,188.0,561.0,384.0,494.0,1069.0,1891.0,2357.0,1523.0,858.0
732.0,718.0,337.0,176.0,572.0,384.0,491.0,1063.0,1894.0,2357.0,1532.0,864.0
751.0,723.0,323.0,174.0,579.0,380.0,494.0,1063.0,1891.0,2357.0,1529.0,864.0
745.0,723.0,329.0,178.0,577.0,378.0,488.0,1060.0,1894.0,2357.0,1523.0,858.0
739.0,723.0,336.0,191.0,569.0,373.0,494.0,1063.0,1891.0,2357.0,1529.0,858.0
742.0,713.0,323.0,179.0,568.0,386.0,491.0,1063.0,1897.0,2354.0,1526.0,854.0
748.0,704.0,308.0,182.0,554.0,396.0,494.0,1063.0,1897.0,2351.0,1523.0,858.0
767.0,699.0,284.0,198.0,533.0,401.0,494.0,1063.0,1894.0,2348.0,1510.0,848.0
782.0,707.0,276.0,202.0,523.0,408.0,494.0,1069.0,1891.0,2345.0,1504.0,851.0
785.0,720.0,286.0,172.0,556.0,405.0,488.0,1057.0,1894.0,2348.0,1510.0,854.0
798.0,726.0,279.0,166.0,567.0,400.0,488.0,1050.0,1897.0,2351.0,1510.0,858.0
797.0,721.0,276.0,168.0,573.0,392.0,485.0,1047.0,1887.0,2345.0,1510.0,854.0
782.0,713.0,283.0,179.0,566.0,389.0,488.0,1044.0,1884.0,2351.0,1523.0,864.0
764.0,698.0,286.0,190.0,558.0,385.0,478.0,1053.0,1875.0,2348.0,1526.0,854.0
745.0,679.0,286.0,198.0,551.0,384.0,482.0,1050.0,1878.0,2345.0,1517.0,858.0
751.0,705.0,306.0,203.0,549.0,380.0,488.0,1053.0,1878.0,2345.0,1520.0,858.0
751.0,707.0,308.0,208.0,539.0,386.0,494.0,1057.0,1884.0,2351.0,1517.0,858.0
737.0,710.0,324.0,211.0,527.0,395.0,500.0,1063.0,1887.0,2360.0,1526.0,870.0
729.0,704.0,326.0,223.0,506.0,405.0,513.0,1069.0,1897.0,2363.0,1535.0,876.0
749.0,720.0,322.0,216.0,511.0,405.0,510.0,1063.0,1897.0,2376.0,1545.0,883.0
795.0,726.0,283.0,202.0,532.0,398.0,519.0,1063.0,1891.0,2376.0,1548.0,889.0
799.0,721.0,274.0,177.0,559.0,396.0,507.0,1057.0,1894.0,2366.0,1538.0,876.0
807.0,716.0,261.0,168.0,578.0,387.0,507.0,1057.0,1897.0,2370.0,1542.0,876.0
782.0,712.0,281.0,173.0,578.0,383.0,494.0,1050.0,1894.0,2370.0,1535.0,864.0
773.0,720.0,298.0,173.0,578.0,383.0,482.0,1038.0,1878.0,2370.0,1529.0,858.0
747.0,716.0,321.0,175.0,569.0,388.0,478.0,1035.0,1875.0,2360.0,1523.0,861.0
723.0,710.0,339.0,185.0,553.0,395.0,482.0,1032.0,1872.0,2357.0,1517.0,864.0
731.0,704.0,324.0,186.0,566.0,380.0,482.0,1032.0,1866.0,2360.0,1520.0,864.0
745.0,710.0,317.0,182.0,564.0,387.0,482.0,1032.0,1866.0,2357.0,1523.0,864.0
770.0,713.0,295.0,179.0,567.0,386.0,482.0,1032.0,1869.0,2357.0,1517.0,864.0
795.0,720.0,276.0,171.0,572.0,390.0,482.0,1032.0,1872.0,2351.0,1517.0,864.0
799.0,716.0,269.0,176.0,553.0,405.0,485.0,1032.0,1872.0,2366.0,1523.0,867.0
801.0,710.0,261.0,186.0,545.0,401.0,482.0,1025.0,1866.0,2363.0,1523.0,870.0
802.0,720.0,269.0,195.0,537.0,401.0,485.0,1035.0,1862.0,2354.0,1517.0,873.0
804.0,732.0,279.0,188.0,556.0,389.0,488.0,1032.0,1859.0,2351.0,1517.0,870.0
800.0,720.0,271.0,183.0,567.0,382.0,488.0,1032.0,1859.0,2351.0,1513.0,867.0
776.0,701.0,276.0,186.0,573.0,373.0,488.0,1032.0,1859.0,2351.0,1517.0,870.0
756.0,698.0,293.0,170.0,587.0,376.0,497.0,1035.0,1875.0,2357.0,1532.0,876.0
764.0,707.0,295.0,161.0,591.0,381.0,513.0,1038.0,1872.0,2345.0,1529.0,876.0
764.0,698.0,286.0,169.0,570.0,393.0,510.0,1035.0,1872.0,2345.0,1517.0,870.0
773.0,701.0,279.0,176.0,553.0,405.0,507.0,1038.0,1878.0,2338.0,1510.0,858.0
780.0,718.0,289.0,198.0,536.0,399.0,507.0,1038.0,1881.0,2335.0,1504.0,858.0
785.0,726.0,292.0,218.0,525.0,390.0,507.0,1038.0,1884.0,2326.0,1504.0,851.0
784.0,729.0,297.0,203.0,539.0,391.0,503.0,1032.0,1878.0,2338.0,1507.0,854.0
779.0,726.0,298.0,191.0,550.0,392.0,507.0,1032.0,1872.0,2338.0,1510.0,858.0
790.0,716.0,278.0,176.0,557.0,400.0,503.0,1032.0,1872.0,2341.0,1513.0,858.0
792.0,713.0,273.0,158.0,569.0,406.0,494.0,1025.0,1859.0,2345.0,1510.0,851.0
781.0,716.0,287.0,175.0,551.0,407.0,494.0,1025.0,1856.0,2335.0,1507.0,851.0
792.0,723.0,283.0,185.0,553.0,395.0,494.0,1019.0,1859.0,2332.0,1504.0,851.0
